sim_time_s,sim_time_min,left_station,concourse,escalator_bottom,platform
0.0,0.000,0,24,0,29
15.0,0.250,2,21,2,28
30.0,0.500,3,23,0,27
45.0,0.750,7,20,0,26
60.0,1.000,11,17,0,25
75.0,1.250,12,17,0,24
90.0,1.500,15,14,1,23
105.0,1.750,17,14,0,22
120.0,1.999,19,13,2,19
