sim_time_s,sim_time_min,left_station,concourse,escalator_bottom,platform
0.0,0.000,0,24,0,29
15.0,0.250,2,21,3,27
30.0,0.500,2,24,1,26
45.0,0.750,5,22,1,25
60.0,1.000,8,21,0,24
75.0,1.250,9,20,0,24
90.0,1.500,9,19,2,23
105.0,1.750,11,21,0,21
120.0,1.999,11,21,0,21
