sim_time_s,sim_time_min,left_station,concourse,escalator_bottom,platform
0.0,0.000,0,24,0,29
15.0,0.250,5,22,2,24
30.0,0.500,12,24,0,17
45.0,0.750,16,17,2,18
60.0,1.000,18,16,1,18
75.0,1.250,27,12,0,14
90.0,1.500,29,14,0,10
105.0,1.750,30,14,0,9
120.0,1.999,32,10,0,11
