sim_time_s,sim_time_min,left_station,concourse,escalator_bottom,platform
0.0,0.000,0,24,0,29
15.0,0.250,2,22,1,28
30.0,0.500,2,23,0,28
45.0,0.750,5,18,0,30
60.0,1.000,6,17,1,29
75.0,1.250,8,12,3,30
90.0,1.500,9,12,2,30
105.0,1.750,12,12,2,27
120.0,1.999,13,14,1,25
